epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.1307,2.62758,5.95541,2.23511,0,0,0,0,2.45791,5.09536,2.24599,0.000163506,0.000163506,0.0951635
2,5.47465,2.75398,6.02515,2.18003,0.00017,0.03226,1e-05,0,2.39649,4.88038,2.17818,0.000349539,0.000349539,0.0893495
3,8.06298,2.39438,6.35189,2.14216,0.00017,0.03226,1e-05,1e-05,2.31547,4.87376,2.17221,0.000524472,0.000524472,0.0835245
4,8.07119,2.32518,5.17291,1.97088,0.00017,0.03226,1e-05,1e-05,2.22678,4.8911,2.12723,0.000688305,0.000688305,0.0776883
5,10.4332,2.20142,4.93093,1.78301,0.0005,0.09677,5e-05,1e-05,1.99629,4.66472,1.96662,0.000841039,0.000841039,0.071841
6,12.6863,1.87652,4.55497,1.57965,0.00033,0.06452,4e-05,1e-05,1.94418,4.57193,1.89083,0.000982673,0.000982673,0.0659827
7,15.0352,1.65843,4.71426,1.48023,0.002,0.3871,0.00087,0.00034,1.93462,4.41249,1.82845,0.00111321,0.00111321,0.0601132
8,17.2205,1.73221,4.11551,1.47049,0.0035,0.67742,0.0026,0.00097,1.90061,3.82717,1.68513,0.00123264,0.00123264,0.0542326
9,19.5852,1.6198,3.91291,1.39021,0.004,0.77419,0.00391,0.00179,1.80937,3.6813,1.51166,0.00134098,0.00134098,0.048341
10,21.924,1.79068,4.38217,1.53297,0.00433,0.83871,0.00408,0.00147,1.7547,3.67205,1.5065,0.00143821,0.00143821,0.0424382
11,24.1446,1.56091,4.18636,1.28313,0.00433,0.83871,0.004,0.00142,1.7032,3.59308,1.52356,0.00152435,0.00152435,0.0365243
12,26.2463,1.51194,4.0744,1.27927,0.00467,0.90323,0.00447,0.00174,1.74124,3.44999,1.47029,0.00159938,0.00159938,0.0305994
13,28.4287,1.52158,3.56627,1.28891,0.00483,0.93548,0.01289,0.00457,1.84251,3.35203,1.51233,0.00166332,0.00166332,0.0246633
14,30.7389,1.50761,3.26276,1.24302,0.00483,0.93548,0.19997,0.07356,1.98414,3.28768,1.5713,0.00171615,0.00171615,0.0187162
15,33.0293,1.53464,3.23391,1.28625,0.00483,0.93548,0.37201,0.15475,1.93969,3.22282,1.62532,0.00175789,0.00175789,0.0127579
16,35.1742,1.39915,2.72561,1.23285,0.50534,0.09919,0.42263,0.1702,1.94609,2.93785,1.66794,0.00178853,0.00178853,0.00678853
17,37.3509,1.53119,2.53964,1.25748,0.65657,0.35484,0.45122,0.16001,1.96335,2.78631,1.67603,0.00179016,0.00179016,0.00179016
18,37.1317,1.56639,2.24002,1.31288,0.53341,0.5533,0.46395,0.16492,1.97072,2.53048,1.67427,0.00169766,0.00169766,0.00169766
19,39.3571,1.52372,2.29039,1.23584,0.59007,0.64516,0.54319,0.2036,1.94936,2.4001,1.66047,0.00160516,0.00160516,0.00160516
20,41.6101,1.4565,2.43703,1.24601,0.67995,0.58065,0.57952,0.22905,1.87239,2.38989,1.6405,0.00151267,0.00151267,0.00151267
21,43.6787,1.50835,2.19094,1.24593,0.68651,0.54839,0.58765,0.21994,1.94638,2.30676,1.61426,0.00142017,0.00142017,0.00142017
22,45.9364,1.51385,2.49657,1.28102,0.56497,0.50299,0.49366,0.21797,1.9373,2.26469,1.68618,0.00132767,0.00132767,0.00132767
23,48.1187,1.41406,2.09288,1.21174,0.54568,0.51613,0.53247,0.22381,2.03232,2.15285,1.68879,0.00123517,0.00123517,0.00123517
24,50.367,1.36754,1.77651,1.12957,0.62075,0.68657,0.61118,0.25028,2.06722,1.93839,1.7236,0.00114268,0.00114268,0.00114268
25,52.5793,1.51416,2.00449,1.16753,0.60953,0.67742,0.63468,0.27077,2.06474,1.88129,1.71409,0.00105018,0.00105018,0.00105018
26,55.4539,1.43814,2.84716,1.21697,0.65129,0.70968,0.70763,0.3051,1.96817,1.91806,1.668,0.00095768,0.00095768,0.00095768
27,57.7318,1.37497,2.24178,1.16499,0.66576,0.64516,0.6976,0.29276,1.94402,2.00269,1.64473,0.000865182,0.000865182,0.000865182
28,60.0096,1.19432,2.20477,1.12283,0.7855,0.6129,0.71549,0.2934,1.95736,1.94611,1.64706,0.000772684,0.000772684,0.000772684
29,62.2678,1.44432,2.55208,1.20257,0.71418,0.70968,0.72874,0.30247,1.94765,1.87062,1.62573,0.000680186,0.000680186,0.000680186
30,64.4369,1.31055,2.24752,1.13603,0.61032,0.70968,0.68267,0.27299,2.04422,1.77019,1.6511,0.000587688,0.000587688,0.000587688
31,66.5628,1.21937,2.19008,1.07895,0.63721,0.73668,0.69192,0.26838,2.05808,1.70651,1.63353,0.00049519,0.00049519,0.00049519
32,68.7835,1.27975,2.17258,1.11198,0.66429,0.77419,0.67684,0.27874,2.05523,1.64353,1.65349,0.000402693,0.000402693,0.000402693
33,68.3662,1.27455,2.52787,1.10543,0.64511,0.76249,0.67281,0.29513,2.04124,1.63099,1.62956,0.000310195,0.000310195,0.000310195
34,70.4809,1.27117,2.00703,1.09973,0.69288,0.80067,0.75044,0.3066,2.02003,1.60155,1.60789,0.000217697,0.000217697,0.000217697
35,72.5769,1.12134,1.99418,1.0418,0.69251,0.79929,0.74827,0.3063,2.0064,1.58285,1.60335,0.000125199,0.000125199,0.000125199
