epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.48618,2.62758,5.95541,2.23511,0,0,0,0,2.45791,5.09536,2.24599,0.000176213,0.000176213,0.0951762
2,4.65488,2.71552,6.02653,2.17108,0.00017,0.03226,1e-05,1e-05,2.37343,4.88674,2.16666,0.000376703,0.000376703,0.0893767
3,6.94353,2.56939,6.16606,2.17831,0.00017,0.03226,1e-05,1e-05,2.23588,4.80587,2.06246,0.000565231,0.000565231,0.0835652
4,9.28314,2.16474,5.05951,1.93623,0.00083,0.16129,0.00014,5e-05,2.07895,4.54635,1.90676,0.000741796,0.000741796,0.0777418
5,11.6173,2.19121,4.74424,1.72135,0.00117,0.22581,0.0003,0.00011,1.81639,4.4418,1.77775,0.000906399,0.000906399,0.0719064
6,14.0608,1.6001,4.31357,1.43091,0.00167,0.32258,0.00057,0.00019,1.71076,4.33599,1.66124,0.00105904,0.00105904,0.066059
7,16.3666,1.61802,4.469,1.42629,0.003,0.58065,0.0018,0.00078,1.72835,3.68849,1.5356,0.00119972,0.00119972,0.0601997
8,18.8097,1.69499,3.95819,1.43133,0.004,0.77419,0.00379,0.00139,1.76442,3.69768,1.52566,0.00132843,0.00132843,0.0543284
9,21.282,1.51617,3.78546,1.35598,0.0045,0.87097,0.00449,0.00151,1.94145,3.57991,1.57815,0.00144519,0.00144519,0.0484452
10,23.6263,1.70891,3.71701,1.46291,0.0045,0.87097,0.00592,0.00197,1.87322,3.52994,1.59304,0.00154998,0.00154998,0.04255
11,25.88,1.4624,3.78051,1.23461,0.0045,0.87097,0.00587,0.002,1.95002,3.43404,1.54872,0.00164281,0.00164281,0.0366428
12,28.0862,1.46791,3.81621,1.2511,0.00467,0.90323,0.0126,0.0037,1.87959,3.36635,1.52078,0.00172368,0.00172368,0.0307237
13,27.6076,1.49994,3.21727,1.27304,0.00467,0.90323,0.14686,0.07175,1.90058,3.32404,1.5719,0.00179258,0.00179258,0.0247926
14,29.7348,1.46564,2.89232,1.26085,0.00483,0.93548,0.16176,0.06775,1.8722,3.229,1.48305,0.00184952,0.00184952,0.0188495
15,31.9698,1.49465,2.83354,1.29876,0.00483,0.93548,0.25087,0.08813,1.86275,3.21476,1.52901,0.0018945,0.0018945,0.0128945
16,34.1204,1.38841,2.34594,1.22096,0.4051,0.06452,0.30359,0.11168,1.99215,2.98021,1.60137,0.00192752,0.00192752,0.00692752
17,36.241,1.48936,2.24984,1.21791,0.74319,0.18739,0.40203,0.11592,1.99517,2.90471,1.62432,0.00192928,0.00192928,0.00192928
18,38.5533,1.50824,1.97901,1.2834,0.62105,0.35484,0.4569,0.18006,1.88643,2.58004,1.65659,0.00182959,0.00182959,0.00182959
19,40.8138,1.49883,2.07038,1.18738,0.55876,0.28618,0.44,0.14008,2.00803,2.67859,1.61692,0.00172991,0.00172991,0.00172991
20,43.1382,1.33044,2.08607,1.17337,0.54908,0.3871,0.47035,0.17871,1.9024,2.53509,1.59139,0.00163022,0.00163022,0.00163022
21,45.3363,1.39646,1.93059,1.17796,0.42018,0.42082,0.42685,0.15148,1.96419,2.45769,1.54918,0.00153054,0.00153054,0.00153054
22,47.5581,1.40557,2.06987,1.23688,0.49637,0.64516,0.50688,0.20772,1.93104,2.13425,1.58415,0.00143085,0.00143085,0.00143085
23,49.8301,1.29258,1.81403,1.12134,0.53171,0.58065,0.55502,0.23457,1.99715,2.03708,1.57765,0.00133116,0.00133116,0.00133116
24,52.0861,1.27209,1.63412,1.08321,0.58842,0.64516,0.59009,0.24178,2.1408,1.93127,1.68756,0.00123148,0.00123148,0.00123148
25,54.3677,1.41908,1.84996,1.14374,0.53417,0.62905,0.54593,0.21414,2.02173,1.97788,1.60724,0.00113179,0.00113179,0.00113179
26,57.157,1.29808,2.42939,1.11801,0.5367,0.6129,0.56637,0.22064,2.00748,1.9626,1.58147,0.0010321,0.0010321,0.0010321
27,56.8555,1.32412,2.05131,1.13184,0.50854,0.58065,0.49396,0.20247,2.01533,2.04298,1.58729,0.000932419,0.000932419,0.000932419
28,59.186,1.13515,2.03636,1.0986,0.67722,0.45161,0.55251,0.22838,1.98746,2.00664,1.59496,0.000832732,0.000832732,0.000832732
29,61.6179,1.48486,2.32588,1.22321,0.51431,0.58065,0.59852,0.24766,1.99176,1.93086,1.58221,0.000733046,0.000733046,0.000733046
30,63.9238,1.28695,1.97986,1.11007,0.52826,0.72264,0.5858,0.24082,2.04092,1.91557,1.62522,0.00063336,0.00063336,0.00063336
31,66.2164,1.22127,1.93003,1.04938,0.54225,0.68802,0.57626,0.22944,2.03345,1.90089,1.61778,0.000533674,0.000533674,0.000533674
32,68.5475,1.21005,1.97908,1.09408,0.57046,0.64269,0.56677,0.23757,2.01924,1.80372,1.63355,0.000433987,0.000433987,0.000433987
33,70.6658,1.2259,2.48702,1.08643,0.58439,0.67742,0.61681,0.24075,2.01531,1.83405,1.61435,0.000334301,0.000334301,0.000334301
34,72.9397,1.16928,1.74299,1.02339,0.58622,0.77419,0.67215,0.251,2.01922,1.78482,1.62441,0.000234615,0.000234615,0.000234615
35,75.3202,1.13433,1.81063,1.03575,0.59523,0.71159,0.67292,0.25844,2.0137,1.77136,1.61561,0.000134929,0.000134929,0.000134929
