epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.42644,2.62758,5.95541,2.23511,0,0,0,0,2.45791,5.09536,2.24599,0.000135205,0.000135205,0.0951352
2,4.80032,2.71901,6.03008,2.16841,0.00017,0.03226,1e-05,0,2.38045,4.88686,2.16631,0.000289038,0.000289038,0.089289
3,7.22992,2.59751,6.04203,2.24112,0.00033,0.06452,3e-05,1e-05,2.21415,4.84244,2.11788,0.000433692,0.000433692,0.0834337
4,9.41502,2.28858,5.22803,1.96426,0.00033,0.06452,2e-05,1e-05,2.09803,4.58289,2.02713,0.000569167,0.000569167,0.0775692
5,11.8214,2.22868,4.8736,1.82443,0.00033,0.06452,2e-05,1e-05,1.87916,4.60235,1.87857,0.000695464,0.000695464,0.0716955
6,14.0627,1.79276,4.48873,1.57781,0.00067,0.12903,0.00012,7e-05,1.7758,4.42309,1.71675,0.000812583,0.000812583,0.0658126
7,16.4009,1.7453,4.57092,1.53089,0.0025,0.48387,0.00145,0.00054,1.674,3.71642,1.57044,0.000920523,0.000920523,0.0599205
8,18.6929,1.72344,4.1182,1.47087,0.00333,0.64516,0.00238,0.00094,1.6561,3.71282,1.5146,0.00101928,0.00101928,0.0540193
9,20.8887,1.57805,3.91573,1.41676,0.00383,0.74194,0.00387,0.00139,1.68752,3.6499,1.52516,0.00110887,0.00110887,0.0481089
10,23.1356,1.97999,4.13127,1.68434,0.00383,0.74194,0.004,0.00183,1.78513,3.56218,1.55937,0.00118927,0.00118927,0.0421893
11,22.7975,1.57277,4.02919,1.35119,0.00417,0.80645,0.0043,0.00182,1.79113,3.50612,1.50841,0.0012605,0.0012605,0.0362605
12,25.0459,1.52522,4.53786,1.3143,0.00433,0.83871,0.00448,0.00194,1.80252,3.3892,1.46171,0.00132255,0.00132255,0.0303225
13,27.3328,1.50819,3.54849,1.28734,0.00467,0.90323,0.0093,0.00462,1.75339,3.31986,1.48099,0.00137541,0.00137541,0.0243754
14,29.595,1.4296,3.32414,1.23636,0.005,0.96774,0.12015,0.03973,1.72358,3.27825,1.52818,0.0014191,0.0014191,0.0184191
15,31.7724,1.49355,3.24714,1.31852,0.00483,0.93548,0.26338,0.0918,1.72765,3.16917,1.50159,0.00145362,0.00145362,0.0124536
16,34.0404,1.38174,2.69948,1.23863,0.005,0.96774,0.38648,0.13426,1.97964,3.00955,1.56043,0.00147895,0.00147895,0.00647895
17,36.2261,1.56871,2.5486,1.28097,0.50733,0.41935,0.37176,0.12419,1.97015,2.93338,1.58638,0.0014803,0.0014803,0.0014803
18,38.3297,1.5265,2.21225,1.3075,0.76397,0.32258,0.45588,0.15267,1.98196,2.74403,1.6553,0.00140382,0.00140382,0.00140382
19,40.4658,1.46053,2.35868,1.24009,0.62033,0.32258,0.44407,0.1374,2.01101,2.74335,1.63292,0.00132733,0.00132733,0.00132733
20,42.6222,1.53114,2.48005,1.30365,0.56126,0.3871,0.45669,0.18115,1.89354,2.53528,1.6426,0.00125084,0.00125084,0.00125084
21,44.691,1.48802,2.0947,1.24352,0.6834,0.41935,0.4622,0.15779,2.00078,2.61094,1.65395,0.00117435,0.00117435,0.00117435
22,46.8815,1.49753,2.27397,1.28211,0.69994,0.4515,0.51604,0.2035,1.87615,2.44446,1.57933,0.00109787,0.00109787,0.00109787
23,49.0455,1.28963,2.03854,1.15649,0.63175,0.45161,0.52363,0.20524,1.93877,2.30563,1.63028,0.00102138,0.00102138,0.00102138
24,51.2355,1.31442,1.83738,1.12036,0.69828,0.41935,0.53884,0.23243,1.99414,2.19773,1.65635,0.00094489,0.00094489,0.00094489
25,50.9594,1.48227,1.95333,1.17834,0.66337,0.45161,0.52314,0.21139,2.00921,2.25201,1.66236,0.000868403,0.000868403,0.000868403
26,53.6003,1.3569,2.97326,1.17761,0.69933,0.58065,0.61764,0.25078,1.93641,2.1205,1.59485,0.000791915,0.000791915,0.000791915
27,55.6798,1.37405,2.32995,1.14843,0.61334,0.6129,0.6193,0.25947,1.91879,2.09336,1.58694,0.000715428,0.000715428,0.000715428
28,57.8747,1.29516,2.22432,1.17833,0.7116,0.54839,0.63428,0.26719,1.87283,2.00943,1.55265,0.000638941,0.000638941,0.000638941
29,60.0383,1.44571,2.40481,1.22944,0.58719,0.58065,0.64725,0.27389,1.86866,1.95399,1.52955,0.000562453,0.000562453,0.000562453
30,62.1272,1.27912,2.20144,1.12193,0.73499,0.58065,0.67248,0.28359,1.87286,1.87515,1.55827,0.000485966,0.000485966,0.000485966
31,64.229,1.1883,2.1567,1.07632,0.69274,0.65478,0.68134,0.28287,1.90517,1.85227,1.59264,0.000409478,0.000409478,0.000409478
32,66.3098,1.32804,2.17956,1.13877,0.70423,0.69152,0.69789,0.29804,1.90664,1.80015,1.59247,0.000332991,0.000332991,0.000332991
33,68.5419,1.2945,2.59076,1.11546,0.69304,0.67742,0.69985,0.29682,1.9201,1.78566,1.59501,0.000256503,0.000256503,0.000256503
34,70.7673,1.18176,1.95401,1.04587,0.70646,0.69896,0.71047,0.30476,1.96255,1.73602,1.61173,0.000180016,0.000180016,0.000180016
35,72.9827,1.11889,2.0719,1.05234,0.70784,0.70356,0.71109,0.30954,1.94735,1.73593,1.59245,0.000103528,0.000103528,0.000103528
