epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.20788,2.83066,6.67545,2.43523,0.00133,0.25806,0.00084,0.00036,2.15685,5.2118,2.01744,0.09507,7e-05,7e-05
2,5.52251,2.87551,7.0986,2.25192,0.00083,0.16129,0.0005,0.00021,2.21403,4.55575,2.0669,0.0891521,0.000152094,0.000152094
3,8.01363,1.96157,4.11529,1.66752,0.00317,0.6129,0.01353,0.00296,2.59662,3.87217,1.73972,0.0832321,0.00023211,0.00023211
4,10.4737,1.78428,3.38791,1.45067,0.0035,0.67742,0.02079,0.00565,2.39814,3.72012,1.60556,0.07731,0.000310046,0.000310046
5,12.6976,1.89998,2.98487,1.58145,0.00262,0.03226,0.00143,0.00014,2.39331,3.89481,1.79658,0.0713859,0.000385903,0.000385903
6,15.0752,2.15026,3.43305,1.47934,0,0,0,0,2.34731,4.0308,2.07171,0.0654597,0.000459681,0.000459681
7,17.5348,1.7436,1.89786,1.41859,0,0,0,0,1.98344,4.12633,1.80266,0.0595314,0.000531381,0.000531381
8,19.9645,1.83144,1.98997,1.57717,0.55556,0.16129,0.3298,0.14244,1.94598,4.11865,1.90324,0.053601,0.000601001,0.000601001
9,22.4041,1.59142,1.93535,1.41288,0.34286,0.3871,0.31929,0.10572,2.03702,3.99539,1.99343,0.0476685,0.000668542,0.000668542
10,24.8142,1.59312,1.53628,1.43812,0.28571,0.32258,0.32368,0.12557,1.94265,3.95173,1.79387,0.041734,0.000734004,0.000734004
11,27.1682,1.70356,1.64287,1.44356,0.13497,0.70968,0.30294,0.10964,2.05537,3.59845,2.0428,0.0357974,0.000797387,0.000797387
12,29.582,1.60799,1.60277,1.34159,0.4894,0.45161,0.39332,0.15491,2.00353,3.13985,2.02631,0.0298587,0.000858692,0.000858692
13,32.0139,1.57369,1.379,1.37872,0.04626,0.83871,0.27792,0.11662,1.91669,3.16492,2.08978,0.0239179,0.000917917,0.000917917
14,34.3861,1.60638,1.50247,1.44659,0.0442,0.77419,0.16212,0.06692,2.03074,3.30654,1.98233,0.0179751,0.000975063,0.000975063
15,36.7641,1.59836,1.62751,1.35145,0.08591,0.80645,0.21005,0.08564,2.04862,3.31969,1.95805,0.0120301,0.00103013,0.00103013
16,39.148,1.28849,1.78533,1.13982,0.31488,0.54839,0.38818,0.14782,2.0956,2.90834,2.12018,0.00608312,0.00108312,0.00108312
17,41.5315,1.56356,1.25732,1.4937,0.61196,0.15344,0.44164,0.16135,2.15849,2.67281,2.24036,0.0011228,0.0011228,0.0011228
18,43.8368,1.49128,1.30015,1.39071,0.50483,0.41935,0.35757,0.13688,1.95294,2.25162,1.99625,0.00110548,0.00110548,0.00110548
19,46.1642,1.44463,1.23216,1.32485,0.3676,0.33779,0.37468,0.14913,1.96492,2.20035,1.98674,0.00108815,0.00108815,0.00108815
20,48.5958,1.47237,1.15001,1.37968,0.59195,0.45161,0.49619,0.21458,1.99487,2.23935,1.95384,0.00107082,0.00107082,0.00107082
21,51.0074,1.19429,1.42,1.13518,0.60795,0.40056,0.47302,0.20198,2.05672,2.29956,1.95391,0.0010535,0.0010535,0.0010535
22,53.4088,1.40465,1.21579,1.35192,0.48642,0.45846,0.49535,0.1846,2.11155,2.37719,2.05723,0.00103618,0.00103618,0.00103618
23,55.7967,1.36147,1.31113,1.27506,0.56834,0.46752,0.49619,0.17742,2.22837,2.20697,2.19201,0.00101885,0.00101885,0.00101885
24,58.1237,1.45915,1.19879,1.34112,0.55004,0.51613,0.4741,0.15974,2.19347,2.02071,2.06562,0.00100153,0.00100153,0.00100153
25,60.4666,1.39095,1.15066,1.30022,0.47067,0.54839,0.46846,0.17406,2.23648,1.99327,2.06766,0.0009842,0.0009842,0.0009842
26,62.8027,1.33676,1.07068,1.26139,0.50257,0.51613,0.5147,0.16995,2.29242,1.7052,2.24932,0.000966875,0.000966875,0.000966875
27,65.216,1.47436,1.13445,1.39898,0.51026,0.70968,0.53497,0.18455,2.32894,1.69334,2.30751,0.00094955,0.00094955,0.00094955
28,67.4748,1.38046,1.07952,1.23591,0.54979,0.58065,0.53882,0.17094,2.3016,1.83677,2.26182,0.000932225,0.000932225,0.000932225
29,69.7958,1.52606,1.31205,1.40884,0.53829,0.67742,0.56791,0.17922,2.28547,2.10938,2.19326,0.0009149,0.0009149,0.0009149
30,72.2171,1.36513,1.02681,1.19404,0.6725,0.6129,0.55182,0.18595,2.28385,2.0608,2.11279,0.000897575,0.000897575,0.000897575
31,74.5437,1.34909,1.09,1.23966,0.69409,0.51248,0.54584,0.20593,2.35468,2.32404,2.19356,0.00088025,0.00088025,0.00088025
32,76.9776,1.83761,1.36508,1.66624,0.5362,0.3871,0.3992,0.17022,2.18004,2.55626,1.90085,0.000862925,0.000862925,0.000862925
33,79.3569,1.27532,0.94834,1.24715,0.51228,0.44075,0.43697,0.17098,2.14206,2.33999,1.86945,0.0008456,0.0008456,0.0008456
34,81.7262,1.36278,1.16723,1.2787,0.43694,0.45161,0.41286,0.16047,2.05441,2.42519,1.86133,0.000828275,0.000828275,0.000828275
35,84.0778,1.362,0.98996,1.30004,0.42683,0.41935,0.39893,0.15234,2.13325,2.46098,2.01885,0.00081095,0.00081095,0.00081095
