epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.5113,2.82879,5.20462,2.09705,0.00017,0.03226,1e-05,0,2.35854,4.22267,1.75312,0.000153553,0.000153553,0.0901536
2,12.8299,2.44208,4.06847,1.69314,0.00333,0.64516,0.00299,0.00059,2.90557,3.56226,2.12259,0.00031334,0.00031334,0.0793133
3,14.7975,2.127,3.34772,1.49296,0.0025,0.48387,0.00186,0.0004,3.17599,3.44112,2.56864,0.000463572,0.000463572,0.0684636
4,16.9316,2.08329,3.01896,1.56446,0.00513,0.45161,0.02478,0.00515,2.77399,3.51389,2.15425,0.000604248,0.000604248,0.0576042
5,16.7872,2.11357,2.61063,1.50032,0.08871,0.35484,0.05905,0.01615,2.78316,3.6267,2.09657,0.000735369,0.000735369,0.0467354
6,18.7755,1.92613,2.22293,1.46765,0.10435,0.3871,0.10894,0.02604,2.67036,3.75063,2.10115,0.000856935,0.000856935,0.0358569
